Director Name,Company Name,CIN,Designation,Appointment Date,Cessation
Other Directoships of SIDDHANTA SHARMA,DYNAMIC BRANDS PRIVATE LIMITED,U15520DL2012PTC243328,Additional Director,2017-11-20,2018-09-24
Other Directoships of SIDDHANTA SHARMA,DYNAMIC BRANDS PRIVATE LIMITED,U15520DL2012PTC243328,Director,2018-09-24,Ongoing
Other Directoships of SIDDHANTA SHARMA,BLUE DAWN ENTERPRISES PRIVATE LIMITED,U51909CH2007PTC031002,Director,2007-11-21,2008-11-03
Other Directoships of SIDDHANTA SHARMA,FOCUS BRANDS TRADING (INDIA) PRIVATE LIMITED,U51909DL2004PTC127736,Whole-time director,2004-07-21,2008-03-31
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Additional Director,2011-04-27,2011-04-27
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Whole-time director,2011-04-27,Ongoing
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE ESTABLISHED PRIVATE LIMITED,U63090DL2007PTC162697,Additional Director,2012-09-05,2012-09-17
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE ESTABLISHED PRIVATE LIMITED,U63090DL2007PTC162697,Director,2012-09-17,Ongoing
Other Directoships of SIDDHANTA SHARMA,DELTA AIR LINES PRIVATE LIMITED,U74999DL2005PTC134961,Additional Director,2009-08-26,2010-08-31
Other Directoships of SIDDHANTA SHARMA,DELTA AIR LINES PRIVATE LIMITED,U74999DL2005PTC134961,Director,2010-08-31,Ongoing
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE EDUCATION SERVICES LIMITED,U80301DL2011PLC224686,Additional Director,2023-07-21,2023-09-07
Other Directoships of SIDDHANTA SHARMA,INTERGLOBE EDUCATION SERVICES LIMITED,U80301DL2011PLC224686,Director,2023-09-08,Ongoing
Other Directoships of SIDDHANTA SHARMA,TNSI RETAIL PRIVATE LIMITED,U93000DL2010PTC203645,Director,2010-06-04,2014-07-14
Other Directoships of GYAN DEEPAK BRARA,ALLIANCE AIR AVIATION LIMITED,U51101DL1983GOI016518,Director,2012-03-19,2013-09-30
Other Directoships of GYAN DEEPAK BRARA,ALLIANCE AIR AVIATION LIMITED,U51101DL1983GOI016518,Managing Director,2006-06-21,2008-06-17
Other Directoships of GYAN DEEPAK BRARA,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Additional Director,2018-08-27,2018-09-19
Other Directoships of GYAN DEEPAK BRARA,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Director,2018-09-19,2019-12-21
Other Directoships of GYAN DEEPAK BRARA,AIR INDIA LIMITED,U62200HR2007PLC111539,Director,2012-03-19,2013-09-30
Other Directoships of ASHOK SARIN,CAE INDIA PRIVATE LIMITED,U31909KA2003PTC049299,Director,2007-07-02,2008-11-21
Other Directoships of ASHOK SARIN,HATSOFF HELICOPTER TRAINING PRIVATE LIMITED,U74999KA2008PTC044972,Alternate Director,2011-08-02,2013-04-16
Other Directoships of WALTER HERKE VISSER,NATIONAL FLYING TRAINING INSTITUTE PRIVATE LIMITED,U63033MH2007PTC177090,Additional Director,2008-04-11,2009-06-25
Other Directoships of WALTER HERKE VISSER,NATIONAL FLYING TRAINING INSTITUTE PRIVATE LIMITED,U63033MH2007PTC177090,Director,2009-06-25,2011-12-12
Other Directoships of WALTER HERKE VISSER,CAE FLIGHT TRAINING (INDIA) PRIVATE LIMITED,U99000KA2007FTC042768,Director,2009-04-23,2013-12-03
Other Directoships of NICKOLAOS LEONTIDIS,CAE FLIGHT TRAINING (INDIA) PRIVATE LIMITED,U99000KA2007FTC042768,Additional Director,2013-06-06,2013-09-06
Other Directoships of NICKOLAOS LEONTIDIS,CAE FLIGHT TRAINING (INDIA) PRIVATE LIMITED,U99000KA2007FTC042768,Director,2008-05-08,2008-10-22
Other Directoships of PANKAJ MADAN,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,CFO(KMP),2014-12-01,2016-07-17
Other Directoships of PANKAJ MADAN,RAYMOND UCO DENIM PRIVATE LIMITED,U17115MH2006PTC162450,Additional Director,2017-07-24,2018-03-13
Other Directoships of PANKAJ MADAN,ASHFORD PROPERTIES PRIVATE LIMITED,U45200DL2007PTC244273,Additional Director,2018-11-01,2019-09-30
Other Directoships of PANKAJ MADAN,ASHFORD PROPERTIES PRIVATE LIMITED,U45200DL2007PTC244273,Director,2019-09-30,Ongoing
Other Directoships of PANKAJ MADAN,PEGASUS BUILDTECH PRIVATE LIMITED,U45201DL2003PTC121720,Additional Director,2018-11-22,2019-09-09
Other Directoships of PANKAJ MADAN,PEGASUS BUILDTECH PRIVATE LIMITED,U45201DL2003PTC121720,Director,2019-09-09,Ongoing
Other Directoships of PANKAJ MADAN,INTERGLOBE LUXURY PRODUCTS PRIVATE LIMITED,U51900DL2005PTC193379,Additional Director,2019-03-15,2019-09-25
Other Directoships of PANKAJ MADAN,INTERGLOBE LUXURY PRODUCTS PRIVATE LIMITED,U51900DL2005PTC193379,Director,2019-09-25,Ongoing
Other Directoships of PANKAJ MADAN,CEDAR SUPPORT SERVICES LIMITED,U52599DL2007PLC159150,Director,2010-06-21,2012-11-30
Other Directoships of PANKAJ MADAN,CEDAR SUPPORT SERVICES LIMITED,U52599DL2007PLC159150,Nominee Director,2010-03-25,2010-06-21
Other Directoships of PANKAJ MADAN,INTERGLOBE HOTELS PRIVATE LIMITED,U55101DL2004PTC128567,Additional Director,2018-08-20,2018-09-19
Other Directoships of PANKAJ MADAN,INTERGLOBE HOTELS PRIVATE LIMITED,U55101DL2004PTC128567,Director,2018-09-19,Ongoing
Other Directoships of PANKAJ MADAN,AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,Additional Director,2023-08-08,2023-09-26
Other Directoships of PANKAJ MADAN,AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,Director,2023-09-27,Ongoing
Other Directoships of PANKAJ MADAN,CADDIE HOTELS PRIVATE LIMITED,U55101DL2008PTC175885,Additional Director,2019-01-22,2019-09-26
Other Directoships of PANKAJ MADAN,CADDIE HOTELS PRIVATE LIMITED,U55101DL2008PTC175885,Director,2019-09-26,Ongoing
Other Directoships of PANKAJ MADAN,ACCENT HOTELS PRIVATE LIMITED,U55101DL2008PTC175886,Additional Director,2019-01-22,2019-09-26
Other Directoships of PANKAJ MADAN,ACCENT HOTELS PRIVATE LIMITED,U55101DL2008PTC175886,Director,2019-09-26,Ongoing
Other Directoships of PANKAJ MADAN,TRIGUNA HOSPITALITY VENTURES (INDIA) PRIVATE LIMITED,U55101DL2010PTC206975,Additional Director,2019-01-22,2019-09-26
Other Directoships of PANKAJ MADAN,TRIGUNA HOSPITALITY VENTURES (INDIA) PRIVATE LIMITED,U55101DL2010PTC206975,Director,2019-09-26,Ongoing
Other Directoships of PANKAJ MADAN,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Additional Director,2018-08-27,2018-09-19
Other Directoships of PANKAJ MADAN,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Director,2018-09-19,Ongoing
Other Directoships of PANKAJ MADAN,MOVIN EXPRESS PRIVATE LIMITED,U63030DL2020PTC367959,Additional Director,2022-07-05,2022-08-19
Other Directoships of PANKAJ MADAN,MOVIN EXPRESS PRIVATE LIMITED,U63030DL2020PTC367959,Director,2022-08-19,Ongoing
Other Directoships of PANKAJ MADAN,ACQUIRE INFRASTRUCTURE PRIVATE LIMITED,U70101DL2012PTC235010,Additional Director,2019-08-09,2019-09-02
Other Directoships of PANKAJ MADAN,ACQUIRE INFRASTRUCTURE PRIVATE LIMITED,U70101DL2012PTC235010,Director,2019-09-02,Ongoing
Other Directoships of PANKAJ MADAN,SRILANAND MANSIONS PRIVATE LIMITED,U70102DL2005PTC209600,Additional Director,2019-01-22,2019-09-26
Other Directoships of PANKAJ MADAN,SRILANAND MANSIONS PRIVATE LIMITED,U70102DL2005PTC209600,Director,2019-09-26,Ongoing
Other Directoships of PANKAJ MADAN,SARV ESTATE PRIVATE LIMITED,U70109DL2011PTC218867,Additional Director,2019-10-03,2020-09-25
Other Directoships of PANKAJ MADAN,SARV ESTATE PRIVATE LIMITED,U70109DL2011PTC218867,Director,2020-09-25,Ongoing
Other Directoships of PANKAJ MADAN,HMS REAL ESTATE PRIVATE LIMITED,U70200DL2008PTC179396,Additional Director,2020-01-21,2020-09-30
Other Directoships of PANKAJ MADAN,HMS REAL ESTATE PRIVATE LIMITED,U70200DL2008PTC179396,Director,2020-09-30,Ongoing
Other Directoships of PANKAJ MADAN,INTERGLOBE BUSINESS SOLUTIONS PRIVATE LIMITED,U74110DL2016PTC363674,Additional Director,2019-10-03,2020-10-19
Other Directoships of PANKAJ MADAN,INTERGLOBE BUSINESS SOLUTIONS PRIVATE LIMITED,U74110DL2016PTC363674,Director,2020-10-19,Ongoing
Other Directoships of PANKAJ MADAN,UNIWORLD INSURANCE AGENCY PRIVATE LIMITED,U74899DL1991PTC042800,Additional Director,2019-03-15,2019-09-19
Other Directoships of PANKAJ MADAN,UNIWORLD INSURANCE AGENCY PRIVATE LIMITED,U74899DL1991PTC042800,Director,2019-09-19,Ongoing
Other Directoships of PANKAJ MADAN,CALLEO DISTRIBUTION TECHNOLOGIES PRIVATE LIMITED,U74899DL2005PTC137167,Additional Director,2018-09-11,2018-09-11
Other Directoships of PANKAJ MADAN,CALLEO DISTRIBUTION TECHNOLOGIES PRIVATE LIMITED,U74899DL2005PTC137167,Director,2018-09-11,Ongoing
Other Directoships of PANKAJ MADAN,TECHPARK HOTELS PRIVATE LIMITED,U74899DL2006PTC144822,Additional Director,2019-01-22,2019-09-26
Other Directoships of PANKAJ MADAN,TECHPARK HOTELS PRIVATE LIMITED,U74899DL2006PTC144822,Director,2019-09-26,Ongoing
Other Directoships of PANKAJ MADAN,INTERGLOBE AIRCRAFT MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL1993PTC054944,Additional Director,2019-04-22,2020-07-17
Other Directoships of PANKAJ MADAN,INTERGLOBE AIRCRAFT MANAGEMENT SERVICES PRIVATE LIMITED,U74999DL1993PTC054944,Director,2020-07-17,Ongoing
Other Directoships of PANKAJ MADAN,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Additional Director,2018-09-11,2018-09-11
Other Directoships of PANKAJ MADAN,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Director,2018-09-11,Ongoing
Other Directoships of PANKAJ MADAN,J.K. INVESTO TRADE (INDIA) LIMITED,U99999MH1947PLC005735,Additional Director,2017-04-27,2017-06-30
Other Directoships of PANKAJ MADAN,J.K. INVESTO TRADE (INDIA) LIMITED,U99999MH1947PLC005735,Director,2017-06-30,2018-04-02
Other Directoships of PANKAJ MADAN,RING PLUS AQUA LIMITED,U99999MH1986PLC040885,Additional Director,2017-07-24,2018-04-02
Other Directoships of ADITYA PANDE,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,CFO(KMP),2019-09-16,2021-02-21
Other Directoships of ADITYA PANDE,GENWORKS HEALTH PRIVATE LIMITED,U24230KA2015PTC078753,Director,2015-02-06,2019-10-14
Other Directoships of ADITYA PANDE,GE HEALTHCARE GLOBAL PRIVATE LIMITED,U24232KA2000PTC097544,Director,2013-04-29,2014-01-15
Other Directoships of ADITYA PANDE,GE INDIA INDUSTRIAL PRIVATE LIMITED,U31500DL1992PTC194724,Additional Director,2014-09-10,2014-09-10
Other Directoships of ADITYA PANDE,GE INDIA INDUSTRIAL PRIVATE LIMITED,U31500DL1992PTC194724,Whole-time director,2014-09-10,2017-05-22
Other Directoships of ADITYA PANDE,GE BE PRIVATE LIMITED,U31909KA1996PTC020482,Additional Director,2012-09-01,2013-05-13
Other Directoships of ADITYA PANDE,GE BE PRIVATE LIMITED,U31909KA1996PTC020482,Director,2013-05-13,2014-08-06
Other Directoships of ADITYA PANDE,WIPRO GE HEALTHCARE PRIVATE LIMITED,U33111KA1990PTC016063,Alternate Director,2014-05-27,2014-08-26
Other Directoships of ADITYA PANDE,CLICKFIX CASH AND CARRY PRIVATE LIMITED,U51909KA2023PTC170150,Director,2023-01-10,2024-02-20
Other Directoships of ADITYA PANDE,INTERGLOBE HOTELS PRIVATE LIMITED,U55101DL2004PTC128567,Additional Director,2024-03-19,Ongoing
Other Directoships of ADITYA PANDE,AAPC INDIA HOTEL MANAGEMENT PRIVATE LIMITED,U55101DL2004PTC130073,Additional Director,2024-03-21,Ongoing
Other Directoships of ADITYA PANDE,INTERGLOBE AIR TRANSPORT LIMITED,U62200DL2009PLC196031,Additional Director,2024-03-21,Ongoing
Other Directoships of ADITYA PANDE,MOVIN EXPRESS PRIVATE LIMITED,U63030DL2020PTC367959,Additional Director,2024-03-19,Ongoing
Other Directoships of ADITYA PANDE,INTERGLOBE ENTERPRISES PRIVATE LIMITED,U63040DL1997PTC363673,Additional Director,2024-07-01,2024-07-01
Other Directoships of ADITYA PANDE,INTERGLOBE ENTERPRISES PRIVATE LIMITED,U63040DL1997PTC363673,Whole-time director,2024-07-01,Ongoing
Other Directoships of ADITYA PANDE,AMPLIFY INVESTMENTS PRIVATE LIMITED,U70101HR2019PTC081865,Director,2019-08-06,2019-10-12
Other Directoships of ADITYA PANDE,MEDPLEXUS INDIA PRIVATE LIMITED,U72200KA2006PTC097528,Director,2012-09-25,2016-10-03
Other Directoships of ADITYA PANDE,SYNCHRONY INTERNATIONAL SERVICES PRIVATE LIMITED,U72200TG2008PTC088404,Additional Director,2010-07-15,2010-07-30
Other Directoships of ADITYA PANDE,SYNCHRONY INTERNATIONAL SERVICES PRIVATE LIMITED,U72200TG2008PTC088404,Director,2010-07-30,2012-08-10
Other Directoships of ADITYA PANDE,RISK EDUCATORS PRIVATE LIMITED,U80903HR2014PTC083680,Director,2016-11-25,Ongoing
Other Directoships of ADITYA PANDE,AIONOS INDIA PRIVATE LIMITED,U82200DL2024FTC428619,Director,2024-03-20,Ongoing
Other Directoships of GARY WILLIAM CHAPMAN,CAE FLIGHT TRAINING (INDIA) PRIVATE LIMITED,U99000KA2007FTC042768,Director,2008-10-22,2019-03-28
Other Directoships of ALEXANDRE PREVOST,NATIONAL FLYING TRAINING INSTITUTE PRIVATE LIMITED,U63033MH2007PTC177090,Additional Director,2019-12-16,2020-09-18
Other Directoships of PRACHI GARG,CINDA ENGINEERING & CONSTRUCTION PRIVATE LIMITED,U45208DL2008FTC181860,Company Secretary,2010-12-01,2013-07-23
Other Directoships of PRACHI GARG,DEVONA POWER LIMITED,U45400DL2007PLC167739,Company Secretary,2010-04-01,2010-06-30
Other Directoships of PRACHI GARG,CLARKSTON HOTELS PRIVATE LIMITED.,U55101DL2007PTC161182,Company Secretary,2019-06-01,2019-11-30
Other Directoships of PRACHI GARG,SUDARSHAN HOUSING AND FINANCE PRIVATE LIMITED,U65992DL1992PTC049872,Company Secretary,2015-08-26,2019-04-30
Other Directoships of PRACHI GARG,CENTURION REAL ESTATE DEVELOPERS PRIVATE LIMITED,U70102DL2006PTC150226,Company Secretary,2013-07-24,2013-10-31
Other Directoships of PRACHI GARG,AMAR REALBUILD PRIVATE LIMITED,U70109DL2011PTC212187,Company Secretary,2020-03-01,2024-01-31
Other Directoships of PRACHI GARG,NKG INFRASTRUCTURE LIMITED,U74899DL1989PLC038371,Company Secretary,2010-02-01,2010-03-15
Other Directoships of PRACHI GARG,ASHP BIZTECH PRIVATE LIMITED,U74999UP2022PTC164724,Director,2022-05-25,Ongoing
Other Directoships of KANWAL JEET SINGH BAKSHI,INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,U74999DL2005PTC132134,Additional Director,2023-08-22,Ongoing
Other Directoships of KANWAL JEET SINGH BAKSHI,AIONOS INDIA PRIVATE LIMITED,U82200DL2024FTC428619,Director,2024-03-20,Ongoing
Other Directoships of ALOK MATHUR,AVERY WEIGH-TRONIX PRIVATE LIMITED,U29196DL2005PTC143232,Director,2005-12-02,2011-07-27
Other Directoships of ALOK MATHUR,AVERY INDIA LTD,U29196HR1947PLC043478,Company Secretary,1996-06-03,2011-06-30
Other Directoships of ALOK MATHUR,SALTER INDIA LIMITED,U31909HR1998PLC055856,Director,2004-08-12,2011-07-07
Other Directoships of AMAL CHANDRA CHAKRABORTTI,ASIAN HOTELS (EAST) LIMITED,L15122WB2007PLC162762,Additional Director,2013-05-23,2013-08-08
Other Directoships of AMAL CHANDRA CHAKRABORTTI,ASIAN HOTELS (EAST) LIMITED,L15122WB2007PLC162762,Director,2013-08-08,2024-04-01
Other Directoships of AMAL CHANDRA CHAKRABORTTI,BINANI INDUSTRIES LIMITED,L24117WB1962PLC025584,Director,1996-07-16,2011-11-20
Other Directoships of AMAL CHANDRA CHAKRABORTTI,LA OPALA R G LIMITED,L26101WB1987PLC042512,Director,1994-10-29,2020-08-14
Other Directoships of AMAL CHANDRA CHAKRABORTTI,GRINDWELL NORTON LIMITED,L26593MH1950PLC008163,Director,1987-12-18,2012-07-26
Other Directoships of AMAL CHANDRA CHAKRABORTTI,TEXMACO RAIL & ENGINEERING LIMITED,L29261WB1998PLC087404,Director,2010-09-25,2022-02-07
Other Directoships of AMAL CHANDRA CHAKRABORTTI,COASTAL ROADWAYS LTD,L63090WB1968PLC027373,Director,2006-12-26,2008-10-30
Other Directoships of AMAL CHANDRA CHAKRABORTTI,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,L70101WB1939PLC009800,Director,1997-10-28,2010-09-18
Other Directoships of AMAL CHANDRA CHAKRABORTTI,JAGSON PAL PHARMACEUTICALS LIMITED.,L74899DL1978PLC009181,Director,1986-04-27,2013-03-31
Other Directoships of AMAL CHANDRA CHAKRABORTTI,EMARS MINING & CONSTRUCTION PVT LTD,U14107WB1995PTC076235,Additional Director,2011-02-22,2011-09-28
Other Directoships of AMAL CHANDRA CHAKRABORTTI,EMARS MINING & CONSTRUCTION PVT LTD,U14107WB1995PTC076235,Director,2011-09-28,2012-03-02
Other Directoships of AMAL CHANDRA CHAKRABORTTI,RASOI LTD,U25190WB1905PLC001594,Director,1987-12-03,2013-08-13
Other Directoships of AMAL CHANDRA CHAKRABORTTI,GWALIOR WEBBING CO. PVT. LTD.,U28939WB1942PTC025403,Additional Director,2013-09-30,2014-09-19
Other Directoships of AMAL CHANDRA CHAKRABORTTI,GWALIOR WEBBING CO. PVT. LTD.,U28939WB1942PTC025403,Director,2014-09-19,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,UNITED NANOTECH PRODUCTS LIMITED,U31908WB2005PLC106983,Director,2006-01-11,2011-10-28
Other Directoships of AMAL CHANDRA CHAKRABORTTI,RAVI AUTO LTD,U34300WB1981PLC034358,Additional Director,2008-03-20,2010-02-15
Other Directoships of AMAL CHANDRA CHAKRABORTTI,MADHYA PRADESH MADHYA KSHETRA VIDYUT VITARAN COMPANY LIMITED,U40109MP2002SGC015119,Director,2015-01-19,2021-01-19
Other Directoships of AMAL CHANDRA CHAKRABORTTI,HILAND PROJECTS LIMITED,U45400WB1983PLC036343,Director,2006-03-22,2010-03-25
Other Directoships of AMAL CHANDRA CHAKRABORTTI,BARODA AGENTS AND TRADING CO. PRIVATE LIMITED,U51109WB1942PTC075039,Director,2021-07-31,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,CHANDRAS' CHEMICAL ENTERPRISES PRIVATE L TD,U51392WB1965PTC026344,Director,2002-01-07,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,THE PEERLESS GENERAL FINANCE & INVESTMENT CO LTD,U64990WB1932PLC007490,Director,1998-08-29,2014-09-13
Other Directoships of AMAL CHANDRA CHAKRABORTTI,NAVI AMC LIMITED,U65990KA2009PLC165296,Director,2009-04-09,2014-05-13
Other Directoships of AMAL CHANDRA CHAKRABORTTI,EAST INDIA INVESTMENT CO PVT LTD,U65993WB1951PTC019688,Additional Director,2013-09-30,2014-09-19
Other Directoships of AMAL CHANDRA CHAKRABORTTI,EAST INDIA INVESTMENT CO PVT LTD,U65993WB1951PTC019688,Director,2014-09-19,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,MAZBAT INVESTMENTS PVT LTD,U67120WB1995PTC074450,Additional Director,2014-06-28,2014-09-19
Other Directoships of AMAL CHANDRA CHAKRABORTTI,MAZBAT INVESTMENTS PVT LTD,U67120WB1995PTC074450,Director,2014-09-19,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,CALCUTTA METROPOLITAN GROUP LIMITED,U67120WB1999PLC089581,Director,1999-06-18,2010-04-26
Other Directoships of AMAL CHANDRA CHAKRABORTTI,PUNJAB PRODUCE HOLDINGS LIMITED,U70109WB1995PLC074449,Additional Director,2020-10-28,2020-12-03
Other Directoships of AMAL CHANDRA CHAKRABORTTI,MAZBAT PROPERTIES PVT. LTD.,U70200WB1995PTC074504,Additional Director,2014-06-28,2014-09-19
Other Directoships of AMAL CHANDRA CHAKRABORTTI,MAZBAT PROPERTIES PVT. LTD.,U70200WB1995PTC074504,Director,2014-09-19,Ongoing
Other Directoships of AMAL CHANDRA CHAKRABORTTI,THE PUNJAB PRODUCE & TRADING CO. PVT. LTD.,U74999WB1937PTC025402,Additional Director,2020-10-28,2020-12-03
Other Directoships of RAJINDERA KUMAR BHATNAGAR,P F MANAGEMENT CONSULTANTS (PVT) LTD,U00000DL1999PTC101017,Director,1999-08-05,2019-01-03
Other Directoships of JAGDISH SHARAN BAIJAL,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,L15100TN1951PLC000640,Director,1999-05-31,2019-08-29
Other Directoships of JAGDISH SHARAN BAIJAL,POLYLINK POLYMERS (INDIA) LIMITED,L17299GJ1993PLC032905,Director,1995-04-29,2022-05-10
Other Directoships of JAGDISH SHARAN BAIJAL,DALMIA CEMENT (MEGHALAYA) LIMITED,U26942ML2006PLC008236,Additional Director,2007-05-18,2007-09-15
Other Directoships of JAGDISH SHARAN BAIJAL,DALMIA CEMENT (MEGHALAYA) LIMITED,U26942ML2006PLC008236,Director,2007-09-15,Ongoing
Other Directoships of JAGDISH SHARAN BAIJAL,HINDUSTAN WIRES LTD,U27106WB1959PLC024177,Additional Director,2014-05-27,2014-09-16
Other Directoships of JAGDISH SHARAN BAIJAL,HINDUSTAN WIRES LTD,U27106WB1959PLC024177,Director,2014-09-16,2023-06-27
Other Directoships of SANJEEV KRISHANA SHARMA,MAJESTIC AUTO LIMITED,L35911DL1973PLC353132,Director,2021-05-08,2021-06-25
Other Directoships of SANJEEV KRISHANA SHARMA,QUINT DIGITAL LIMITED,L63122DL1985PLC373314,Additional Director,2019-02-15,2019-09-27
Other Directoships of SANJEEV KRISHANA SHARMA,QUINT DIGITAL LIMITED,L63122DL1985PLC373314,Director,2019-09-27,Ongoing
Other Directoships of SANJEEV KRISHANA SHARMA,TELE-FONIKA KABLE INDIA PRIVATE LIMITED,U13203DL2008PTC174035,Director,2008-02-14,2009-07-15
Other Directoships of SANJEEV KRISHANA SHARMA,SCHUECO INDIA PRIVATE LIMITED,U29219MH2011PTC221550,Director,2011-09-06,2011-09-12
Other Directoships of SANJEEV KRISHANA SHARMA,TENCATE GEOSYNTHETICS INDIA PRIVATE LIMITED,U29253HR2013FTC050635,Additional Director,2015-03-12,2015-09-30
Other Directoships of SANJEEV KRISHANA SHARMA,TENCATE GEOSYNTHETICS INDIA PRIVATE LIMITED,U29253HR2013FTC050635,Director,2015-09-30,Ongoing
Other Directoships of SANJEEV KRISHANA SHARMA,CORTECO INDIA PRIVATE LIMITED,U51502DL2012PTC351326,Director,2012-11-22,2013-07-30
Other Directoships of SANJEEV KRISHANA SHARMA,BLACKBERRY INDIA PRIVATE LIMITED,U51909DL2004PTC127902,Director,2004-07-27,2004-11-15
Other Directoships of SANJEEV KRISHANA SHARMA,SUNGATE CONSUMER PRODUCTS PRIVATE LIMITED,U51909DL2010PTC200415,Director,2010-03-19,2010-05-21
Other Directoships of SANJEEV KRISHANA SHARMA,ARCO SAFETY CLOTHING AND EQUIPMENT INDIA PRIVATE LIMITED,U51909PN2007PTC130606,Director,2007-08-24,2007-11-08
Other Directoships of SANJEEV KRISHANA SHARMA,ODEON MARKETING PRIVATE LIMITED,U52590DL2010PTC201015,Director,2010-03-31,2010-06-28
Other Directoships of SANJEEV KRISHANA SHARMA,NOKIA SOLUTIONS AND NETWORKS INDIA PRIVATE LIMITED,U72900DL2006PTC155149,Director,2006-11-01,2007-02-15
Other Directoships of SANJEEV KRISHANA SHARMA,NEXNET WIRELESS INDIA PRIVATE LIMITED,U74140DL2007PTC170740,Director,2007-11-26,2008-03-20
Other Directoships of SANJEEV KRISHANA SHARMA,LU-VE INDIA CORPORATION PRIVATE LIMITED,U74140UP2013FTC091498,Additional Director,2016-09-28,2017-12-22
Other Directoships of SANJEEV KRISHANA SHARMA,LU-VE INDIA CORPORATION PRIVATE LIMITED,U74140UP2013FTC091498,Director,2017-12-22,Ongoing
